50700,4665896876(0:1;),192299653(),1836173247(),2437926070(),2902878525(),2902878580(),3244832720(),3996125377(),3998352223(),4028922835(),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(),5456887674(),5456984290(),5494054149(),5544435560(),5567180387(),5576569593(),5633031188(),5664371117(),5844816811(),5889934721(),5912313637(),5921809619(),5950686756(),5950830609(),5960925264(),5966089485(),6000618870(),6114773114(),6119300167(),6133390513(),6133391745(),6176114691(),6176858948(),6176871439(),6183975952(),6184860354(),6184995193(),6186120532(),6186409027(),6186409254(),6206862915(),6206866677(),6206868490(),6207115053(),6219557576(),6225099547(),6233284111(),6236788405(),6238340468(),6238835298(),6238835525(),6238836357(),6238837081(),6238837822(),6238838528(),6238839290(),6238840043(),6238841354(),6238842108(),6238842343(),6238843128(),6238843875(),6238844615(),6239416246(),6239580865(),6240256777(),6240926079(),6254115034(),
119700,4665896876(0:2;),192299653(0:1;),1836173247(0:2;),2437926070(0:1;),2902878525(0:4;),2902878580(0:10;1:10;),3244832720(1:2;),3996125377(1:2;),3998352223(1:2;),4028922835(1:4;2:6;),4476805516(2:5;),4665617026(2:2;3:2;),4665712499(3:7;),4665891113(3:4;4:3;),4665892165(4:5;),4665897416(4:3;),4665897969(4:2;),4665903885(5:4;),4765556460(5:2;6:5;),4811385025(6:1;7:1;),4857080139(7:2;),4857081234(7:3;),4857082814(8:2;),4861489847(1:1;),4962227484(1:2;),4974633892(1:1;),4974634423(1:1;),4974635509(1:2;),4974635914(1:1;),4974636262(1:1;),4974636615(1:1;),4974637317(1:2;),4974637670(1:1;),4974638024(1:1;),4974639465(1:2;),4974639809(1:1;),4974641217(1:1;),4974641577(1:2;),4974641942(1:1;),5022579678(1:1;),5310996749(1:2;),5351575862(1:1;),5402488769(1:15;5:5;),5456887674(5:2;),5456984290(5:3;),5494054149(5:1;),5544435560(5:3;),5567180387(6:1;28:1;),5576569593(6:1;),5633031188(6:4;),5664371117(6:4;),5844816811(6:2;),5889934721(6:2;7:3;),5912313637(7:2;),5921809619(7:2;),5950686756(7:1;),5950830609(7:1;),5960925264(7:1;),5966089485(2:1;7:2;29:1;),6000618870(7:1;),6114773114(0:1;3:1;4:1;8:4;9:6;),6119300167(10:2;),6133390513(10:2;),6133391745(10:2;11:1;),6176114691(11:2;),6176858948(11:3;12:6;13:6;),6176871439(14:6;15:6;16:4;),6183975952(16:1;),6184860354(16:1;17:1;),6184995193(17:1;),6186120532(17:4;18:1;),6186409027(18:1;),6186409254(18:3;),6206862915(18:1;19:2;),6206866677(19:1;),6206868490(19:1;),6207115053(19:1;),6219557576(5:1;6:1;29:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;),6233284111(28:2;29:1;),6236788405(19:1;20:1;),6238340468(0:1;20:5;21:6;22:6;23:6;24:6;25:1;29:2;),6238835298(25:1;),6238835525(25:1;),6238836357(25:1;),6238837081(25:1;),6238837822(25:1;26:1;),6238838528(26:1;),6238839290(26:1;),6238840043(26:1;),6238841354(26:1;),6238842108(26:1;),6238842343(27:1;),6238843128(27:1;),6238843875(27:1;),6238844615(27:1;),6239416246(),6239580865(27:1;),6240256777(27:1;28:1;),6240926079(28:1;),6254115034(28:2;),
120000,4665896876(0:3;),192299653(22:2;),1836173247(22:2;),2437926070(22:1;),2902878525(22:3;),2902878580(22:6;23:14;),3244832720(23:2;),3996125377(23:2;),3998352223(23:1;),4028922835(23:10;),4476805516(0:5;),4665617026(0:4;),4665712499(0:8;),4665891113(1:6;),4665892165(1:5;),4665897416(1:3;),4665897969(1:1;),4665903885(1:4;),4765556460(1:1;2:5;),4811385025(2:2;),4857080139(2:3;),4857081234(2:2;),4857082814(2:1;3:2;),4861489847(3:1;),4962227484(3:1;),4974633892(3:1;),4974634423(3:2;),4974635509(3:1;),4974635914(3:1;),4974636262(3:1;),4974636615(3:1;),4974637317(3:2;),4974637670(4:1;),4974638024(4:1;),4974639465(4:1;),4974639809(4:2;),4974641217(4:1;),4974641577(4:1;),4974641942(4:1;),5022579678(4:2;),5310996749(4:1;),5351575862(4:1;),5402488769(3:8;4:1;5:6;6:5;),5456887674(3:1;),5456984290(3:1;4:1;),5494054149(0:2;),5544435560(1:2;),5567180387(7:1;14:1;),5576569593(8:1;9:1;),5633031188(10:1;11:1;12:1;13:1;),5664371117(2:1;15:1;16:1;17:1;18:1;),5844816811(19:1;),5889934721(20:1;21:1;22:2;),5912313637(2:1;3:1;6:1;),5921809619(4:1;7:1;8:1;),5950686756(9:1;),5950830609(10:1;),5960925264(),5966089485(11:1;12:1;),6000618870(13:1;15:1;),6114773114(15:10;22:1;),6119300167(15:1;),6133390513(15:1;16:2;),6133391745(16:2;),6176114691(16:2;),6176858948(16:7;17:8;),6176871439(17:5;18:10;),6183975952(18:2;),6184860354(18:1;),6184995193(19:2;),6186120532(19:5;),6186409027(19:1;),6186409254(19:2;),6206862915(19:3;20:1;),6206866677(20:1;),6206868490(20:1;),6207115053(20:1;),6219557576(20:3;),6225099547(20:6;21:13;22:3;),6233284111(22:3;),6236788405(22:1;),6238340468(5:1;6:1;7:6;8:6;9:6;10:6;11:4;22:1;23:3;),6238835298(11:1;),6238835525(11:1;),6238836357(12:1;),6238837081(12:1;),6238837822(12:1;),6238838528(12:1;),6238839290(12:1;),6238840043(12:1;),6238841354(13:1;),6238842108(13:1;),6238842343(13:1;),6238843128(13:1;),6238843875(13:1;),6238844615(13:1;),6239416246(14:1;),6239580865(14:1;),6240256777(14:1;),6240926079(14:1;),6254115034(14:2;),
120300,4665896876(0:2;1:2;),192299653(2:1;3:1;),1836173247(3:2;),2437926070(3:1;),2902878525(3:3;),2902878580(3:3;4:13;5:4;),3244832720(5:2;),3996125377(6:1;),3998352223(6:1;),4028922835(6:4;7:6;),4476805516(8:5;),4665617026(8:1;9:3;),4665712499(9:3;10:6;),4665891113(11:6;),4665892165(12:5;),4665897416(12:1;13:2;),4665897969(13:1;),4665903885(13:3;14:2;),4765556460(14:4;15:2;),4811385025(15:1;),4857080139(15:3;),4857081234(16:2;),4857082814(16:3;),4861489847(16:1;),4962227484(17:1;),4974633892(17:1;),4974634423(17:2;),4974635509(17:1;),4974635914(17:1;),4974636262(18:1;),4974636615(18:2;),4974637317(18:1;),4974637670(18:1;),4974638024(18:1;),4974639465(19:2;),4974639809(19:1;),4974641217(19:1;),4974641577(19:2;),4974641942(20:1;),5022579678(20:1;),5310996749(0:2;),5351575862(0:1;),5402488769(0:3;1:6;2:4;3:1;5:4;7:2;),5456887674(7:2;),5456984290(7:2;),5494054149(0:1;7:1;),5544435560(7:3;),5567180387(20:2;29:1;),5576569593(20:1;),5633031188(20:1;21:3;),5664371117(21:3;22:1;),5844816811(22:1;),5889934721(22:4;),5912313637(2:1;3:1;),5921809619(2:1;3:1;4:1;),5950686756(4:1;5:1;),5950830609(6:1;),5960925264(6:1;),5966089485(7:1;8:1;9:1;),6000618870(10:1;11:1;23:1;),6114773114(0:1;1:2;6:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;),6119300167(7:1;),6133390513(8:1;9:1;10:1;),6133391745(11:1;12:1;),6176114691(13:1;14:1;),6176858948(15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;),6176871439(31:13;32:3;),6183975952(32:2;),6184860354(32:2;),6184995193(32:1;),6186120532(32:5;),6186409027(32:1;),6186409254(32:3;),6206862915(32:3;),6206866677(32:1;),6206868490(32:2;),6207115053(32:1;),6219557576(5:1;20:1;),6225099547(21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;30:8;31:5;),6233284111(31:2;),6236788405(31:1;),6238340468(23:5;24:6;25:6;26:4;30:1;),6238835298(26:1;),6238835525(26:1;),6238836357(27:1;),6238837081(27:1;),6238837822(27:2;),6238838528(27:1;),6238839290(27:1;),6238840043(28:1;),6238841354(28:1;),6238842108(28:1;),6238842343(28:1;),6238843128(28:1;),6238843875(28:1;),6238844615(29:1;),6239416246(),6239580865(29:1;),6240256777(29:2;),6240926079(29:1;),6254115034(30:2;),
120600,4665896876(1:1;),192299653(),1836173247(),2437926070(),2902878525(),2902878580(),3244832720(),3996125377(),3998352223(),4028922835(),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(0:2;1:1;),5456887674(),5456984290(),5494054149(0:1;),5544435560(),5567180387(12:3;),5576569593(),5633031188(),5664371117(2:1;3:1;4:1;),5844816811(5:1;),5889934721(6:3;7:2;),5912313637(7:1;8:1;),5921809619(8:2;),5950686756(9:1;),5950830609(9:1;),5960925264(9:1;),5966089485(10:2;),6000618870(10:1;),6114773114(0:11;1:1;),6119300167(0:2;),6133390513(0:3;),6133391745(0:2;),6176114691(0:1;),6176858948(1:16;),6176871439(1:4;2:11;),6183975952(2:1;),6184860354(2:1;3:1;),6184995193(3:1;),6186120532(3:6;),6186409027(3:1;),6186409254(3:2;),6206862915(3:2;4:1;),6206866677(4:2;),6206868490(4:1;),6207115053(4:1;),6219557576(2:1;3:1;4:1;),6225099547(5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:4;13:11;),6233284111(13:2;),6236788405(14:2;),6238340468(4:8;5:7;6:6;7:6;8:6;),6238835298(9:1;),6238835525(9:1;),6238836357(9:1;),6238837081(9:1;),6238837822(9:1;),6238838528(9:1;),6238839290(10:1;),6238840043(10:1;),6238841354(10:1;),6238842108(10:1;),6238842343(10:1;),6238843128(10:1;),6238843875(11:1;),6238844615(11:1;),6239416246(11:1;),6239580865(11:1;),6240256777(11:1;),6240926079(11:1;),6254115034(12:2;),
120900,4665896876(2:2;),192299653(3:2;),1836173247(4:1;),2437926070(4:1;),2902878525(5:2;6:2;),2902878580(7:5;8:5;9:2;10:5;11:2;),3244832720(11:1;),3996125377(11:1;),3998352223(11:1;),4028922835(12:5;13:5;),4476805516(14:5;),4665617026(15:4;),4665712499(15:1;16:5;17:1;),4665891113(17:4;18:3;),4665892165(18:2;19:3;),4665897416(19:2;20:1;),4665897969(20:2;),4665903885(20:4;),4765556460(20:7;),4811385025(20:1;),4857080139(20:3;),4857081234(20:2;),4857082814(20:3;),4861489847(20:1;),4962227484(20:1;),4974633892(20:1;21:1;),4974634423(21:1;),4974635509(21:1;),4974635914(21:1;),4974636262(21:2;),4974636615(21:1;),4974637317(21:1;),4974637670(21:1;),4974638024(21:2;),4974639465(21:1;),4974639809(21:1;),4974641217(21:1;),4974641577(21:2;),4974641942(21:1;),5022579678(21:1;),5310996749(21:1;),5351575862(21:1;),5402488769(21:20;),5456887674(21:2;),5456984290(21:3;),5494054149(22:1;),5544435560(22:2;),5567180387(20:1;22:1;),5576569593(22:1;),5633031188(22:4;),5664371117(22:4;),5844816811(22:1;),5889934721(22:4;),5912313637(9:1;22:2;),5921809619(5:1;22:3;),5950686756(22:1;),5950830609(22:1;),5960925264(22:1;),5966089485(6:1;22:2;),6000618870(22:1;),6114773114(22:10;),6119300167(0:1;),6133390513(0:3;),6133391745(0:2;),6176114691(0:2;),6176858948(0:9;1:6;),6176871439(1:11;2:5;),6183975952(2:1;),6184860354(2:2;),6184995193(2:1;),6186120532(2:2;3:3;),6186409027(3:1;),6186409254(3:3;),6206862915(3:3;),6206866677(3:1;),6206868490(4:1;),6207115053(4:1;),6219557576(4:2;),6225099547(4:7;5:5;6:5;7:5;),6233284111(8:2;),6236788405(8:2;),6238340468(8:1;9:5;10:6;11:6;12:6;13:6;14:6;15:6;16:5;),6238835298(16:1;),6238835525(17:1;),6238836357(17:1;),6238837081(17:1;),6238837822(17:1;),6238838528(17:1;),6238839290(17:1;18:1;),6238840043(18:1;),6238841354(18:1;),6238842108(18:1;),6238842343(18:1;),6238843128(18:1;),6238843875(19:1;),6238844615(19:1;),6239416246(),6239580865(19:1;),6240256777(19:2;),6240926079(19:1;),6254115034(20:2;),
121200,4665896876(0:3;2:1;),192299653(0:1;),1836173247(0:1;),2437926070(0:2;),2902878525(0:4;),2902878580(0:9;1:10;),3244832720(1:2;),3996125377(1:2;),3998352223(1:1;),4028922835(1:5;2:4;),4476805516(2:5;),4665617026(2:4;),4665712499(3:7;),4665891113(3:6;4:2;),4665892165(4:5;),4665897416(4:2;),4665897969(4:2;),4665903885(4:2;5:2;),4765556460(5:4;6:2;),4811385025(6:2;),4857080139(6:2;),4857081234(7:3;),4857082814(7:2;),4861489847(7:1;),4962227484(8:2;),4974633892(8:1;),4974634423(8:1;),4974635509(8:2;),4974635914(9:1;),4974636262(9:1;),4974636615(9:2;),4974637317(9:1;),4974637670(9:1;),4974638024(10:1;),4974639465(10:2;),4974639809(10:1;),4974641217(10:1;),4974641577(10:1;11:1;),4974641942(11:1;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(3:1;11:1;12:6;13:6;14:6;15:1;),5456887674(15:2;),5456984290(15:2;),5494054149(15:1;),5544435560(16:3;),5567180387(16:2;),5576569593(16:1;),5633031188(17:4;),5664371117(17:2;18:2;),5844816811(18:2;),5889934721(18:2;19:3;),5912313637(2:1;3:1;),5921809619(4:1;16:1;),5950686756(17:1;),5950830609(18:1;),5960925264(19:1;),5966089485(20:1;21:1;),6000618870(19:1;22:1;),6114773114(0:2;1:1;23:1;24:1;25:1;26:5;),6119300167(1:1;16:1;),6133390513(17:1;18:1;),6133391745(19:1;20:1;21:1;),6176114691(22:1;),6176858948(23:1;24:1;25:1;26:1;27:2;28:10;),6176871439(28:15;),6183975952(28:2;),6184860354(28:1;),6184995193(28:1;29:1;),6186120532(29:5;),6186409027(29:1;),6186409254(29:3;),6206862915(19:1;29:4;),6206866677(29:1;),6206868490(29:1;),6207115053(29:1;),6219557576(5:1;6:1;26:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;26:3;27:10;),6233284111(27:2;29:1;),6236788405(27:1;28:1;),6238340468(19:1;20:6;21:6;22:6;28:1;),6238835298(23:1;),6238835525(23:1;),6238836357(23:1;),6238837081(23:1;),6238837822(23:1;),6238838528(23:1;),6238839290(24:1;),6238840043(24:1;),6238841354(24:1;),6238842108(24:1;),6238842343(24:1;),6238843128(24:1;),6238843875(25:1;),6238844615(25:1;),6239416246(25:1;),6239580865(25:1;),6240256777(25:1;),6240926079(25:1;),6254115034(26:2;),
121500,4665896876(0:4;),192299653(0:1;),1836173247(0:1;),2437926070(0:1;),2902878525(0:4;),2902878580(0:9;1:10;),3244832720(1:2;),3996125377(1:2;),3998352223(1:2;),4028922835(1:4;2:6;),4476805516(2:5;),4665617026(2:2;3:2;),4665712499(3:8;),4665891113(3:3;4:3;),4665892165(4:5;),4665897416(4:3;),4665897969(4:1;),4665903885(4:1;5:3;),4765556460(5:3;6:3;),4811385025(6:1;),4857080139(6:2;7:1;),4857081234(7:2;),4857082814(7:3;),4861489847(8:1;),4962227484(8:1;),4974633892(8:1;),4974634423(8:2;),4974635509(8:1;),4974635914(9:1;),4974636262(9:2;),4974636615(9:1;),4974637317(9:1;),4974637670(9:1;10:1;),4974638024(10:1;),4974639465(10:1;),4974639809(10:1;),4974641217(10:2;),4974641577(11:1;),4974641942(11:1;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(11:1;12:6;13:6;14:6;15:1;),5456887674(15:2;),5456984290(15:3;),5494054149(16:2;),5544435560(16:2;),5567180387(16:1;),5576569593(16:1;),5633031188(17:4;),5664371117(17:2;18:3;),5844816811(18:1;),5889934721(18:2;19:2;),5912313637(19:2;),5921809619(19:2;20:1;),5950686756(20:1;),5950830609(20:1;),5960925264(20:1;),5966089485(20:2;),6000618870(21:2;),6114773114(21:4;22:6;23:1;),6119300167(23:2;),6133390513(23:2;),6133391745(23:1;24:2;),6176114691(24:1;),6176858948(24:3;25:6;26:6;27:1;),6176871439(27:5;28:6;29:4;),6183975952(29:1;),6184860354(29:1;),6184995193(30:2;),6186120532(30:4;31:1;),6186409027(31:1;),6186409254(31:2;),6206862915(31:2;32:2;),6206866677(32:1;),6206868490(32:1;),6207115053(32:1;),6219557576(5:1;6:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;),6233284111(30:1;31:1;32:2;),6236788405(33:1;),6238340468(33:6;34:7;35:3;),6238835298(35:1;),6238835525(35:1;),6238836357(35:1;),6238837081(35:1;),6238837822(36:1;),6238838528(36:1;),6238839290(36:1;),6238840043(36:1;),6238841354(36:1;),6238842108(36:1;),6238842343(37:1;),6238843128(37:1;),6238843875(37:1;),6238844615(37:1;),6239416246(37:1;),6239580865(37:1;),6240256777(38:1;),6240926079(38:1;),6254115034(38:2;),
121800,4665896876(0:3;),192299653(0:1;),1836173247(0:1;),2437926070(0:2;),2902878525(0:4;),2902878580(0:9;1:10;),3244832720(1:2;),3996125377(1:2;),3998352223(1:1;),4028922835(1:5;2:4;),4476805516(2:5;),4665617026(2:4;3:1;),4665712499(3:8;),4665891113(3:4;4:2;),4665892165(4:5;),4665897416(4:3;),4665897969(4:1;),4665903885(4:2;5:2;),4765556460(5:4;6:2;),4811385025(6:2;),4857080139(6:2;7:1;),4857081234(7:2;),4857082814(7:3;),4861489847(8:1;),4962227484(8:1;),4974633892(8:1;),4974634423(8:2;),4974635509(8:1;),4974635914(9:1;),4974636262(9:2;),4974636615(9:1;),4974637317(9:1;),4974637670(9:1;),4974638024(10:2;),4974639465(10:1;),4974639809(10:1;),4974641217(10:1;),4974641577(10:1;11:1;),4974641942(11:1;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(11:1;12:6;13:6;14:6;15:1;),5456887674(15:2;),5456984290(15:3;),5494054149(16:2;),5544435560(16:2;),5567180387(22:1;),5576569593(22:1;),5633031188(22:4;),5664371117(23:4;),5844816811(23:1;),5889934721(23:2;24:2;),5912313637(24:2;),5921809619(0:1;1:1;5:1;),5950686756(6:1;),5950830609(7:1;),5960925264(),5966089485(8:1;9:1;),6000618870(10:1;11:1;),6114773114(12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;),6119300167(23:1;),6133390513(24:2;25:1;),6133391745(25:1;26:1;),6176114691(26:1;),6176858948(26:15;),6176871439(0:1;1:1;2:2;26:12;),6183975952(3:1;),6184860354(3:1;),6184995193(4:2;),6186120532(22:1;23:1;24:1;26:2;),6186409027(26:1;),6186409254(26:2;),6206862915(26:3;),6206866677(16:1;26:2;),6206868490(26:1;),6207115053(26:1;),6219557576(5:1;6:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;24:4;25:3;),6233284111(25:3;),6236788405(25:1;),6238340468(16:1;17:6;18:5;25:3;),6238835298(18:1;),6238835525(19:1;),6238836357(19:1;),6238837081(19:1;),6238837822(19:1;),6238838528(19:1;),6238839290(19:1;),6238840043(20:1;),6238841354(20:1;),6238842108(20:1;),6238842343(20:1;),6238843128(20:1;),6238843875(20:1;),6238844615(21:1;),6239416246(21:1;),6239580865(21:1;),6240256777(21:1;),6240926079(21:1;),6254115034(21:1;22:1;),
122100,4665896876(0:2;),192299653(18:1;),1836173247(19:1;20:1;),2437926070(20:1;),2902878525(20:3;),2902878580(20:20;),3244832720(20:2;),3996125377(20:2;),3998352223(20:1;),4028922835(20:6;21:4;),4476805516(0:5;),4665617026(0:4;),4665712499(0:7;),4665891113(0:2;1:6;),4665892165(1:5;),4665897416(1:3;),4665897969(1:2;),4665903885(1:4;),4765556460(2:7;),4811385025(2:1;),4857080139(2:3;),4857081234(2:2;),4857082814(3:3;),4861489847(3:1;),4962227484(3:1;),4974633892(3:2;),4974634423(3:1;),4974635509(3:1;),4974635914(3:1;),4974636262(3:2;),4974636615(3:1;),4974637317(4:1;),4974637670(4:2;),4974638024(4:1;),4974639465(4:1;),4974639809(4:1;),4974641217(4:2;),4974641577(4:1;),4974641942(4:1;),5022579678(4:1;),5310996749(4:1;),5351575862(4:1;),5402488769(5:6;6:6;7:6;8:2;),5456887674(8:2;),5456984290(8:2;9:1;),5494054149(0:2;),5544435560(1:2;),5567180387(3:1;15:1;),5576569593(3:1;),5633031188(3:1;4:3;),5664371117(16:1;17:3;),5844816811(17:1;),5889934721(17:4;),5912313637(17:2;),5921809619(17:3;),5950686756(17:1;),5950830609(18:1;),5960925264(),5966089485(18:2;),6000618870(18:2;),6114773114(18:10;),6119300167(18:1;),6133390513(18:3;),6133391745(18:2;),6176114691(18:2;),6176858948(18:10;19:5;),6176871439(19:16;),6183975952(19:1;),6184860354(19:1;),6184995193(19:2;),6186120532(19:5;),6186409027(19:1;),6186409254(19:2;),6206862915(20:3;),6206866677(20:2;),6206868490(20:1;),6207115053(20:1;),6219557576(5:1;6:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:3;16:10;17:1;),6233284111(17:2;),6236788405(17:2;),6238340468(9:5;10:6;11:6;17:1;),6238835298(12:1;),6238835525(12:1;),6238836357(12:1;),6238837081(12:2;),6238837822(12:1;),6238838528(13:1;),6238839290(2:1;13:1;),6238840043(13:1;),6238841354(13:1;),6238842108(13:1;),6238842343(13:1;),6238843128(14:1;),6238843875(14:1;),6238844615(14:1;),6239416246(14:1;),6239580865(14:1;),6240256777(14:1;15:1;),6240926079(15:1;),6254115034(15:2;),
122400,4665896876(0:3;),192299653(66:1;67:1;),1836173247(0:2;),2437926070(0:1;),2902878525(1:3;),2902878580(1:3;2:5;3:4;4:4;5:2;6:2;7:1;),3244832720(7:1;8:1;),3996125377(8:1;),3998352223(9:1;),4028922835(9:1;10:2;11:2;12:2;13:2;14:1;),4476805516(14:1;15:2;16:2;),4665617026(17:2;18:2;),4665712499(19:2;20:2;21:2;22:2;),4665891113(23:2;24:2;25:2;),4665892165(26:2;27:2;28:1;),4665897416(28:1;29:2;),4665897969(30:1;),4665903885(30:1;31:2;32:1;),4765556460(32:1;33:2;34:2;35:1;),4811385025(35:1;36:1;),4857080139(36:1;37:1;),4857081234(37:1;38:2;),4857082814(39:2;),4861489847(40:1;),4962227484(40:1;),4974633892(41:1;),4974634423(41:1;),4974635509(42:2;),4974635914(43:1;),4974636262(43:1;),4974636615(44:1;),4974637317(44:1;45:1;),4974637670(45:1;),4974638024(46:1;),4974639465(46:1;47:1;),4974639809(47:1;),4974641217(48:1;),4974641577(48:1;),4974641942(49:2;),5022579678(50:1;),5310996749(50:1;51:1;),5351575862(51:1;),5402488769(52:2;53:2;54:2;55:2;56:2;57:2;58:2;59:2;60:2;61:2;),5456887674(62:2;),5456984290(63:2;64:1;),5494054149(64:1;),5544435560(0:2;1:1;),5567180387(1:1;),5576569593(36:1;),5633031188(37:1;38:1;39:1;40:1;),5664371117(41:1;42:1;43:1;44:1;),5844816811(45:1;46:1;),5889934721(47:1;48:1;49:1;50:1;51:1;),5912313637(52:1;53:1;),5921809619(54:1;55:1;),5950686756(56:1;),5950830609(57:1;),5960925264(58:1;),5966089485(59:1;60:1;),6000618870(3:1;61:1;),6114773114(62:1;63:1;64:1;65:1;66:3;67:3;),6119300167(68:1;),6133390513(68:2;69:1;),6133391745(69:2;),6176114691(2:1;3:1;),6176858948(4:1;36:1;37:1;38:1;39:1;40:1;41:1;42:1;43:1;44:1;45:1;46:1;47:1;48:1;49:1;),6176871439(50:1;51:1;52:1;53:1;54:1;55:1;56:1;57:1;58:1;59:1;60:1;61:1;62:1;63:1;64:1;65:1;),6183975952(0:1;),6184860354(1:1;65:1;),6184995193(65:1;),6186120532(65:1;66:3;67:2;),6186409027(67:1;),6186409254(68:2;),6206862915(68:1;69:2;),6206866677(69:1;70:1;),6206868490(4:1;70:1;),6207115053(70:1;),6219557576(5:1;6:1;),6225099547(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;),6233284111(29:1;30:1;31:1;),6236788405(32:1;),6238340468(33:1;34:1;35:1;71:6;72:6;73:4;),6238835298(73:1;),6238835525(73:1;),6238836357(74:1;),6238837081(74:1;),6238837822(74:1;),6238838528(74:1;),6238839290(74:1;),6238840043(74:1;),6238841354(75:1;),6238842108(75:1;),6238842343(75:1;),6238843128(75:1;),6238843875(75:1;),6238844615(75:1;),6239416246(76:1;),6239580865(76:2;),6240256777(76:1;),6240926079(76:1;),6254115034(76:1;77:1;),
122700,4665896876(3:1;8:2;),192299653(8:1;),1836173247(8:1;),2437926070(8:1;),2902878525(9:4;),2902878580(9:19;),3244832720(9:2;),3996125377(9:2;),3998352223(9:2;),4028922835(9:10;),4476805516(9:5;),4665617026(9:1;10:3;),4665712499(10:8;),4665891113(10:6;),4665892165(10:5;),4665897416(10:3;),4665897969(10:1;),4665903885(10:4;),4765556460(10:6;),4811385025(10:1;),4857080139(10:3;),4857081234(10:2;),4857082814(10:3;),4861489847(11:1;),4962227484(11:1;),4974633892(11:1;),4974634423(11:2;),4974635509(11:1;),4974635914(11:1;),4974636262(11:1;),4974636615(11:2;),4974637317(11:1;),4974637670(11:1;),4974638024(11:1;),4974639465(11:2;),4974639809(11:1;),4974641217(11:1;),4974641577(11:2;),4974641942(11:1;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(0:1;11:20;),5456887674(11:2;),5456984290(12:3;),5494054149(0:1;12:1;),5544435560(12:3;),5567180387(12:1;),5576569593(12:1;),5633031188(12:4;),5664371117(12:4;),5844816811(12:1;),5889934721(12:5;),5912313637(12:2;),5921809619(12:2;),5950686756(12:1;),5950830609(12:1;),5960925264(12:1;),5966089485(2:1;12:2;),6000618870(4:1;),6114773114(0:2;4:8;),6119300167(1:1;),6133390513(1:1;3:1;5:1;),6133391745(6:1;7:1;),6176114691(4:1;5:1;),6176858948(5:12;6:3;),6176871439(6:10;7:6;),6183975952(7:1;),6184860354(7:2;),6184995193(7:1;),6186120532(7:3;8:2;),6186409027(8:1;),6186409254(8:3;),6206862915(8:3;),6206866677(8:1;),6206868490(8:1;),6207115053(8:1;),6219557576(3:2;),6225099547(3:14;4:8;),6233284111(4:3;),6236788405(4:1;),6238340468(0:18;1:15;4:1;),6238835298(1:1;),6238835525(1:1;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(2:1;),6238839290(2:1;),6238840043(2:1;),6238841354(2:1;),6238842108(2:1;),6238842343(2:1;),6238843128(2:1;),6238843875(2:1;),6238844615(2:1;),6239416246(2:1;),6239580865(2:2;),6240256777(2:1;),6240926079(3:1;),6254115034(3:2;),
