50700,4665896876(0:1;),192299653(),1836173247(),2437926070(),2902878525(),2902878580(),3244832720(),3996125377(),3998352223(),4028922835(),4476805516(),4665617026(),4665712499(),4665891113(),4665892165(),4665897416(),4665897969(),4665903885(),4765556460(),4811385025(),4857080139(),4857081234(),4857082814(),4861489847(),4962227484(),4974633892(),4974634423(),4974635509(),4974635914(),4974636262(),4974636615(),4974637317(),4974637670(),4974638024(),4974639465(),4974639809(),4974641217(),4974641577(),4974641942(),5022579678(),5310996749(),5351575862(),5402488769(),5456887674(),5456984290(),5494054149(),5544435560(),5567180387(),5576569593(),5633031188(),5664371117(),5844816811(),5889934721(),5912313637(),5921809619(),5950686756(),5950830609(),5960925264(),5966089485(),6000618870(),6114773114(),6119300167(),6133390513(),6133391745(),6176114691(),6176858948(),6176871439(),6183975952(),6184860354(),6184995193(),6186120532(),6186409027(),6186409254(),6206862915(),6206866677(),6206868490(),6207115053(),6219557576(),6225099547(),6233284111(),6236788405(),6238340468(),6238835298(),6238835525(),6238836357(),6238837081(),6238837822(),6238838528(),6238839290(),6238840043(),6238841354(),6238842108(),6238842343(),6238843128(),6238843875(),6238844615(),6239416246(),6239580865(),6240256777(),6240926079(),6254115034(),
79800,4665896876(0:1;2:1;3:1;4:1;),192299653(1:1;),1836173247(0:2;),2437926070(0:1;),2902878525(0:3;),2902878580(1:20;),3244832720(2:2;),3996125377(2:2;),3998352223(5:1;),4028922835(6:1;7:1;8:1;9:1;10:1;11:1;12:4;),4476805516(12:5;),4665617026(12:2;13:2;),4665712499(13:7;),4665891113(13:4;14:3;),4665892165(14:5;),4665897416(14:2;),4665897969(14:2;),4665903885(14:1;15:3;),4765556460(2:6;),4811385025(2:2;),4857080139(2:1;3:1;),4857081234(3:3;),4857082814(3:2;),4861489847(3:1;),4962227484(3:1;),4974633892(3:1;),4974634423(3:2;),4974635509(3:2;),4974635914(4:1;),4974636262(4:2;),4974636615(4:1;),4974637317(4:2;),4974637670(4:2;),4974638024(4:1;),4974639465(4:2;),4974639809(4:1;),4974641217(4:1;5:1;),4974641577(5:1;),4974641942(5:2;),5022579678(5:1;),5310996749(0:1;),5351575862(0:1;),5402488769(0:5;5:5;8:10;),5456887674(8:2;),5456984290(8:3;),5494054149(8:2;),5544435560(8:2;),5567180387(8:1;),5576569593(8:1;),5633031188(8:4;),5664371117(0:1;2:1;3:1;4:1;),5844816811(5:1;),5889934721(6:3;7:1;),5912313637(5:1;6:1;15:2;),5921809619(7:2;15:2;),5950686756(15:1;),5950830609(15:1;),5960925264(15:1;),5966089485(15:2;),6000618870(15:1;),6114773114(0:1;16:10;),6119300167(16:2;),6133390513(16:1;17:2;),6133391745(17:2;),6176114691(17:2;),6176858948(17:7;18:8;),6176871439(18:5;19:11;),6183975952(19:1;),6184860354(19:1;20:1;),6184995193(20:1;),6186120532(20:5;),6186409027(20:1;),6186409254(20:3;),6206862915(20:2;21:1;),6206866677(21:2;),6206868490(21:1;),6207115053(21:1;),6219557576(21:2;),6225099547(23:12;24:10;),6233284111(24:2;),6236788405(24:1;),6238340468(0:1;1:1;5:1;6:5;7:6;8:6;9:6;10:2;23:1;),6238835298(10:1;),6238835525(10:1;),6238836357(10:1;21:2;),6238837081(10:1;21:2;),6238837822(11:1;),6238838528(11:1;),6238839290(11:1;21:1;),6238840043(11:1;),6238841354(21:1;),6238842108(22:2;),6238842343(22:2;),6238843128(22:1;),6238843875(22:2;),6238844615(22:2;),6239416246(22:1;),6239580865(11:1;22:1;),6240256777(22:2;),6240926079(23:1;),6254115034(11:1;12:1;),
80100,4665896876(0:2;),192299653(4:1;),1836173247(5:1;),2437926070(6:1;7:1;),2902878525(8:1;9:1;10:1;11:1;),2902878580(12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;30:1;),3244832720(31:1;32:1;),3996125377(33:1;34:1;),3998352223(35:1;),4028922835(36:1;37:1;38:7;),4476805516(0:5;),4665617026(0:3;1:1;),4665712499(1:7;),4665891113(1:2;2:5;),4665892165(2:1;3:4;),4665897416(3:2;4:1;),4665897969(4:2;),4665903885(4:3;5:1;),4765556460(5:2;6:3;7:2;),4811385025(7:1;8:1;),4857080139(8:2;),4857081234(9:3;),4857082814(10:2;),4861489847(10:1;),4962227484(11:2;),4974633892(11:1;),4974634423(12:2;),4974635509(12:1;),4974635914(13:2;),4974636262(13:1;),4974636615(14:2;),4974637317(14:1;),4974637670(15:2;),4974638024(15:1;16:1;),4974639465(16:1;),4974639809(16:1;17:1;),4974641217(17:1;),4974641577(17:1;18:1;),4974641942(18:1;),5022579678(18:1;19:1;),5310996749(19:1;),5351575862(19:1;),5402488769(0:1;20:3;21:3;22:3;23:3;24:3;25:3;26:2;),5456887674(26:1;),5456984290(27:2;),5494054149(27:1;28:1;),5544435560(28:2;29:1;),5567180387(2:1;29:2;),5576569593(30:1;),5633031188(30:2;31:2;),5664371117(3:1;31:1;32:3;),5844816811(3:1;),5889934721(33:4;),5912313637(2:1;38:1;),5921809619(38:3;),5950686756(38:1;),5950830609(38:1;),5960925264(),5966089485(39:2;),6000618870(39:2;),6114773114(3:1;4:1;5:2;6:2;7:1;33:1;39:3;),6119300167(7:1;8:1;),6133390513(8:1;9:2;),6133391745(10:2;),6176114691(11:1;),6176858948(11:1;12:2;13:2;14:2;15:2;16:2;17:2;18:2;19:1;),6176871439(19:1;20:2;21:2;22:2;23:2;24:2;25:2;26:2;),6183975952(27:2;),6184860354(28:1;),6184995193(4:1;28:1;29:1;),6186120532(29:1;30:2;31:2;),6186409027(32:1;),6186409254(32:1;33:1;),6206862915(34:1;35:1;36:1;37:1;),6206866677(38:1;),6206868490(39:1;),6207115053(40:1;),6219557576(39:2;),6225099547(42:11;43:11;),6233284111(43:2;44:1;),6236788405(44:1;),6238340468(33:1;34:6;35:6;36:6;37:6;39:3;),6238835298(39:1;),6238835525(40:3;),6238836357(40:1;),6238837081(40:3;),6238837822(40:1;),6238838528(40:2;),6238839290(40:2;),6238840043(40:1;),6238841354(41:2;),6238842108(41:1;),6238842343(41:2;),6238843128(41:3;),6238843875(41:1;),6238844615(41:2;),6239416246(),6239580865(41:1;),6240256777(41:1;42:1;),6240926079(42:1;),6254115034(0:1;1:1;),
80400,4665896876(0:2;2:1;3:1;4:1;),192299653(5:1;6:1;),1836173247(7:1;8:1;),2437926070(9:1;),2902878525(9:3;),2902878580(9:7;10:13;),3244832720(11:2;),3996125377(11:1;),3998352223(11:1;),4028922835(11:9;12:1;),4476805516(12:4;),4665617026(12:4;),4665712499(12:4;13:4;),4665891113(13:6;),4665892165(13:3;14:2;),4665897416(14:3;),4665897969(14:1;),4665903885(14:4;),4765556460(0:6;),4811385025(0:2;),4857080139(0:2;),4857081234(0:3;),4857082814(0:2;),4861489847(0:1;),4962227484(0:1;),4974633892(0:1;),4974634423(1:2;),4974635509(1:1;),4974635914(1:2;),4974636262(1:2;),4974636615(1:1;),4974637317(1:2;),4974637670(1:1;),4974638024(1:2;),4974639465(1:1;),4974639809(1:2;),4974641217(1:1;),4974641577(1:2;),4974641942(1:1;2:1;),5022579678(2:2;),5310996749(2:1;),5351575862(2:1;),5402488769(2:8;3:12;),5456887674(3:1;),5456984290(4:2;),5494054149(0:1;4:1;),5544435560(0:1;1:2;),5567180387(4:2;),5576569593(4:1;),5633031188(4:4;),5664371117(2:1;4:3;5:1;),5844816811(14:1;),5889934721(14:2;15:2;),5912313637(15:2;),5921809619(3:1;15:3;),5950686756(15:1;),5950830609(15:1;),5960925264(15:1;),5966089485(15:2;),6000618870(15:1;16:1;),6114773114(5:1;16:9;),6119300167(6:1;7:1;),6133390513(8:1;9:1;),6133391745(10:1;11:1;12:1;),6176114691(13:1;),6176858948(14:1;15:1;16:1;17:1;18:1;19:1;21:10;),6176871439(21:15;),6183975952(21:2;),6184860354(21:1;),6184995193(16:1;21:2;),6186120532(21:1;22:4;),6186409027(22:1;),6186409254(22:2;),6206862915(22:4;),6206866677(22:1;),6206868490(22:1;),6207115053(22:1;),6219557576(16:2;22:1;),6225099547(19:9;20:13;21:1;),6233284111(22:3;),6236788405(22:1;),6238340468(5:5;6:6;7:6;8:5;17:1;20:1;22:2;),6238835298(17:1;),6238835525(17:1;),6238836357(17:2;),6238837081(17:2;),6238837822(17:1;),6238838528(17:3;),6238839290(17:2;18:1;),6238840043(18:1;),6238841354(18:1;),6238842108(18:2;),6238842343(18:2;),6238843128(18:1;),6238843875(18:1;),6238844615(18:3;),6239416246(18:1;),6239580865(19:1;),6240256777(19:2;),6240926079(19:1;),6254115034(8:1;9:1;),
80700,4665896876(0:2;),192299653(0:2;),1836173247(0:1;),2437926070(0:1;),2902878525(0:4;),2902878580(0:9;1:10;),3244832720(1:2;),3996125377(1:2;),3998352223(1:1;),4028922835(1:5;2:4;),4476805516(2:5;),4665617026(2:4;),4665712499(3:8;),4665891113(3:5;4:1;),4665892165(4:6;),4665897416(4:3;),4665897969(4:2;),4665903885(4:1;5:3;),4765556460(5:3;6:4;),4811385025(6:1;),4857080139(6:1;7:2;),4857081234(7:2;),4857082814(7:2;8:1;),4861489847(8:1;),4962227484(8:1;),4974633892(8:2;),4974634423(8:1;),4974635509(9:2;),4974635914(9:1;),4974636262(9:2;),4974636615(9:1;),4974637317(10:2;),4974637670(10:2;),4974638024(10:1;),4974639465(10:1;11:1;),4974639809(11:1;),4974641217(11:2;),4974641577(11:1;),4974641942(11:1;12:1;),5022579678(12:1;),5310996749(12:1;),5351575862(12:1;),5402488769(12:2;13:6;14:6;15:6;),5456887674(16:2;),5456984290(16:2;),5494054149(25:1;),5544435560(25:3;),5567180387(20:1;),5576569593(21:1;),5633031188(21:4;),5664371117(1:1;2:1;3:1;21:1;),5844816811(4:1;22:1;),5889934721(23:1;26:3;),5912313637(26:2;),5921809619(26:3;),5950686756(26:1;),5950830609(26:2;),5960925264(16:1;26:1;),5966089485(2:1;3:1;),6000618870(4:1;),6114773114(25:3;26:7;),6119300167(26:2;),6133390513(26:2;),6133391745(26:3;),6176114691(26:1;),6176858948(0:1;1:1;5:1;6:1;7:1;8:1;9:1;10:1;26:8;),6176871439(11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;22:1;23:1;24:3;),6183975952(24:1;),6184860354(24:2;),6184995193(25:1;),6186120532(25:5;),6186409027(25:1;),6186409254(25:3;),6206862915(25:3;),6206866677(25:1;),6206868490(25:1;),6207115053(25:1;),6219557576(25:2;),6225099547(21:1;22:2;23:13;24:6;),6233284111(24:3;),6236788405(24:1;),6238340468(0:1;5:1;16:1;17:6;18:6;19:6;20:5;26:2;),6238835298(6:1;),6238835525(7:1;8:1;26:1;),6238836357(9:1;),6238837081(10:1;),6238837822(11:1;),6238838528(12:1;),6238839290(13:1;),6238840043(14:1;15:1;16:1;),6238841354(17:1;18:1;19:1;),6238842108(20:1;),6238842343(22:1;),6238843128(22:1;),6238843875(22:1;),6238844615(22:2;),6239416246(22:1;),6239580865(22:1;),6240256777(22:1;),6240926079(22:1;),6254115034(21:1;22:1;),
81000,4665896876(0:3;),192299653(0:2;),1836173247(0:2;),2437926070(0:1;),2902878525(0:3;),2902878580(0:5;1:15;),3244832720(1:2;),3996125377(1:1;),3998352223(1:1;),4028922835(1:1;2:9;),4476805516(2:4;3:1;),4665617026(3:4;),4665712499(3:8;),4665891113(4:6;),4665892165(4:5;),4665897416(4:2;5:1;),4665897969(5:1;),4665903885(5:4;),4765556460(6:6;),4811385025(7:2;),4857080139(7:2;),4857081234(7:2;8:1;),4857082814(8:2;),4861489847(8:1;),4962227484(8:1;),4974633892(8:1;),4974634423(9:2;),4974635509(9:1;),4974635914(9:2;),4974636262(9:1;),4974636615(10:2;),4974637317(10:1;),4974637670(10:2;),4974638024(10:1;),4974639465(11:2;),4974639809(11:1;),4974641217(11:2;),4974641577(11:1;),4974641942(12:2;),5022579678(12:1;),5310996749(12:1;),5351575862(12:1;),5402488769(12:1;13:6;14:6;15:6;16:1;),5456887674(16:2;),5456984290(16:3;),5494054149(17:1;),5544435560(17:3;),5567180387(17:1;),5576569593(17:1;),5633031188(18:4;),5664371117(18:2;19:2;),5844816811(19:1;),5889934721(19:3;),5912313637(2:1;3:1;20:2;),5921809619(20:3;),5950686756(20:1;21:1;),5950830609(21:1;),5960925264(21:1;),5966089485(21:2;),6000618870(21:1;),6114773114(22:6;23:4;),6119300167(23:2;),6133390513(24:2;),6133391745(24:3;),6176114691(24:1;25:1;),6176858948(25:5;26:6;27:4;),6176871439(27:2;28:6;29:6;30:2;),6183975952(30:1;),6184860354(30:2;),6184995193(30:1;),6186120532(31:5;),6186409027(31:1;),6186409254(32:3;),6206862915(32:3;),6206866677(33:1;),6206868490(33:1;),6207115053(33:1;),6219557576(33:2;),6225099547(33:1;34:6;35:6;36:6;37:3;),6233284111(37:3;),6236788405(38:2;),6238340468(0:4;1:2;4:1;5:2;6:1;38:4;39:6;40:6;41:4;),6238835298(41:1;),6238835525(41:1;),6238836357(7:1;42:1;),6238837081(8:1;42:1;),6238837822(9:1;42:1;),6238838528(42:2;),6238839290(10:1;42:1;),6238840043(11:1;43:1;),6238841354(43:1;),6238842108(43:1;),6238842343(12:1;13:1;43:1;),6238843128(14:1;43:1;),6238843875(43:1;),6238844615(44:1;),6239416246(44:1;),6239580865(44:1;),6240256777(44:2;),6240926079(44:1;),6254115034(45:2;),
81300,4665896876(0:3;),192299653(0:2;),1836173247(0:1;),2437926070(0:1;),2902878525(0:4;),2902878580(0:9;1:10;),3244832720(1:1;),3996125377(1:1;),3998352223(1:1;),4028922835(1:7;2:2;),4476805516(2:5;),4665617026(2:4;),4665712499(2:2;3:6;),4665891113(3:6;),4665892165(3:1;4:4;),4665897416(4:3;),4665897969(4:1;),4665903885(4:5;),4765556460(5:6;6:1;),4811385025(6:1;),4857080139(6:3;),4857081234(6:1;7:1;),4857082814(7:3;),4861489847(7:1;),4962227484(7:1;),4974633892(8:2;),4974634423(8:1;),4974635509(8:2;),4974635914(8:1;),4974636262(9:2;),4974636615(9:1;),4974637317(9:2;),4974637670(9:1;),4974638024(10:1;),4974639465(10:2;),4974639809(10:1;),4974641217(10:2;),4974641577(11:2;),4974641942(11:1;),5022579678(11:1;),5310996749(11:1;),5351575862(11:1;),5402488769(3:1;12:6;13:6;14:6;15:2;),5456887674(15:2;),5456984290(15:2;16:1;),5494054149(16:2;),5544435560(16:2;),5567180387(16:1;),5576569593(17:1;),5633031188(17:4;),5664371117(17:1;18:3;),5844816811(18:1;),5889934721(18:2;19:2;),5912313637(19:3;),5921809619(19:1;20:1;),5950686756(20:1;),5950830609(20:1;),5960925264(20:1;),5966089485(20:2;),6000618870(21:2;),6114773114(0:1;21:4;22:6;),6119300167(23:1;),6133390513(23:3;),6133391745(23:2;),6176114691(24:2;),6176858948(24:4;25:6;26:5;),6176871439(26:1;27:6;28:6;29:3;),6183975952(29:1;),6184860354(29:2;),6184995193(30:2;),6186120532(30:4;31:1;),6186409027(31:1;),6186409254(31:3;),6206862915(31:1;32:2;),6206866677(32:2;),6206868490(32:1;),6207115053(32:1;),6219557576(2:1;33:1;),6225099547(0:1;1:2;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:2;),6233284111(22:1;23:1;),6236788405(23:1;),6238340468(2:1;23:1;24:3;25:3;26:3;27:3;28:3;29:1;33:5;34:6;35:6;),6238835298(3:1;4:1;29:1;),6238835525(29:1;),6238836357(30:1;),6238837081(5:1;30:1;),6238837822(6:1;7:1;30:1;),6238838528(8:1;31:1;),6238839290(9:1;10:1;31:1;),6238840043(31:1;),6238841354(11:1;12:1;32:1;),6238842108(13:1;14:1;15:1;16:1;17:1;32:1;),6238842343(18:1;32:1;),6238843128(19:1;33:1;),6238843875(20:1;33:1;),6238844615(21:1;33:1;34:1;),6239416246(34:1;),6239580865(34:1;35:1;),6240256777(35:1;),6240926079(35:1;),6254115034(36:2;),
81600,4665896876(0:1;1:4;),192299653(1:1;2:1;),1836173247(2:1;),2437926070(2:1;),2902878525(2:3;),2902878580(2:20;),3244832720(2:1;),3996125377(2:1;),3998352223(2:1;),4028922835(2:10;),4476805516(2:5;),4665617026(2:4;),4665712499(2:8;),4665891113(2:6;),4665892165(2:5;),4665897416(2:1;3:2;),4665897969(3:1;),4665903885(3:4;),4765556460(3:6;),4811385025(3:2;),4857080139(3:3;),4857081234(3:2;),4857082814(3:3;),4861489847(3:1;),4962227484(3:1;),4974633892(3:2;),4974634423(3:1;),4974635509(3:1;),4974635914(3:2;),4974636262(3:1;),4974636615(3:2;),4974637317(3:1;),4974637670(3:2;),4974638024(3:1;),4974639465(3:2;),4974639809(3:1;),4974641217(3:2;),4974641577(3:1;),4974641942(3:2;),5022579678(3:1;),5310996749(3:1;),5351575862(3:1;),5402488769(3:19;4:1;),5456887674(4:2;),5456984290(4:3;),5494054149(4:1;),5544435560(4:3;),5567180387(4:1;),5576569593(4:1;),5633031188(4:4;),5664371117(4:4;),5844816811(4:1;),5889934721(4:4;),5912313637(4:2;),5921809619(4:2;),5950686756(4:1;),5950830609(4:1;),5960925264(4:1;),5966089485(4:2;),6000618870(4:1;),6114773114(4:10;),6119300167(4:2;),6133390513(4:3;),6133391745(4:2;),6176114691(4:2;),6176858948(4:14;5:1;),6176871439(5:16;),6183975952(5:1;),6184860354(5:2;),6184995193(5:1;),6186120532(5:6;),6186409027(5:1;),6186409254(5:2;),6206862915(5:3;),6206866677(6:2;),6206868490(6:1;),6207115053(6:1;),6219557576(6:2;),6225099547(6:22;),6233284111(6:2;),6236788405(6:2;),6238340468(0:19;1:1;6:1;7:2;),6238835298(1:2;),6238835525(1:3;),6238836357(1:1;),6238837081(1:1;),6238837822(1:1;),6238838528(1:1;),6238839290(1:1;),6238840043(1:2;),6238841354(1:1;),6238842108(1:1;),6238842343(1:2;),6238843128(1:1;),6238843875(1:2;),6238844615(1:1;),6239416246(1:1;),6239580865(1:1;),6240256777(1:2;),6240926079(1:1;),6254115034(1:2;),
81900,4665896876(1:1;2:1;4:2;),192299653(4:1;),1836173247(4:1;),2437926070(4:1;),2902878525(4:4;),2902878580(4:20;),3244832720(4:2;),3996125377(4:2;),3998352223(4:1;5:1;),4028922835(5:10;),4476805516(5:5;),4665617026(5:4;),4665712499(5:7;),4665891113(5:7;),4665892165(5:5;),4665897416(5:2;),4665897969(5:2;),4665903885(5:4;),4765556460(5:7;),4811385025(5:2;),4857080139(5:2;),4857081234(5:3;),4857082814(5:2;),4861489847(5:1;),4962227484(5:2;),4974633892(5:1;),4974634423(5:1;6:1;),4974635509(6:1;),4974635914(6:2;),4974636262(6:1;),4974636615(6:2;),4974637317(6:1;),4974637670(6:2;),4974638024(6:1;),4974639465(6:2;),4974639809(6:1;),4974641217(6:1;),4974641577(6:2;),4974641942(6:1;),5022579678(6:2;),5310996749(6:1;),5351575862(6:1;),5402488769(6:20;),5456887674(6:2;),5456984290(6:3;),5494054149(0:2;),5544435560(2:2;),5567180387(0:1;2:1;),5576569593(2:1;),5633031188(2:1;3:3;),5664371117(3:5;),5844816811(3:1;),5889934721(3:4;),5912313637(3:2;),5921809619(3:2;),5950686756(3:1;),5950830609(3:1;),5960925264(),5966089485(3:2;),6000618870(3:2;),6114773114(3:10;),6119300167(3:2;),6133390513(3:3;),6133391745(3:2;),6176114691(3:1;),6176858948(3:16;),6176871439(3:11;4:4;),6183975952(4:2;),6184860354(4:1;),6184995193(4:2;),6186120532(4:5;),6186409027(4:1;),6186409254(4:2;),6206862915(4:4;),6206866677(4:1;),6206868490(4:1;),6207115053(4:1;),6219557576(1:1;4:2;),6225099547(4:22;),6233284111(4:2;),6236788405(4:1;),6238340468(0:19;1:17;),6238835298(1:1;),6238835525(2:2;),6238836357(2:2;),6238837081(2:2;),6238837822(2:1;),6238838528(2:2;),6238839290(2:1;),6238840043(2:1;),6238841354(2:2;),6238842108(2:2;),6238842343(2:1;),6238843128(2:1;),6238843875(2:1;),6238844615(2:2;),6239416246(2:1;),6239580865(2:1;),6240256777(2:2;),6240926079(2:1;),6254115034(1:2;),
82200,4665896876(0:4;),192299653(0:2;),1836173247(0:1;),2437926070(0:1;),2902878525(0:3;),2902878580(0:6;1:14;),3244832720(1:1;),3996125377(1:1;),3998352223(1:1;),4028922835(1:3;2:6;),4476805516(2:5;),4665617026(2:2;3:2;),4665712499(3:8;),4665891113(3:3;4:3;),4665892165(4:5;),4665897416(4:3;),4665897969(4:1;),4665903885(4:1;5:4;),4765556460(5:2;6:5;),4811385025(6:1;),4857080139(7:3;),4857081234(7:2;),4857082814(7:1;8:2;),4861489847(8:1;),4962227484(8:1;),4974633892(8:2;),4974634423(9:1;),4974635509(9:1;),4974635914(9:2;),4974636262(9:1;),4974636615(9:1;10:1;),4974637317(10:1;),4974637670(10:2;),4974638024(10:1;),4974639465(10:1;11:1;),4974639809(11:1;),4974641217(11:1;),4974641577(11:2;),4974641942(11:1;),5022579678(12:2;),5310996749(12:1;),5351575862(12:1;),5402488769(2:1;12:2;13:6;14:6;15:6;),5456887674(16:1;),5456984290(16:2;),5494054149(16:2;),5544435560(16:1;17:2;),5567180387(17:2;),5576569593(17:1;),5633031188(17:1;18:3;),5664371117(18:3;19:1;),5844816811(19:1;),5889934721(19:4;),5912313637(2:1;20:2;),5921809619(20:3;),5950686756(20:1;),5950830609(21:1;),5960925264(21:1;),5966089485(3:1;4:1;),6000618870(5:1;6:1;),6114773114(7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;),6119300167(18:1;19:1;),6133390513(20:1;21:1;),6133391745(22:1;23:1;24:1;),6176114691(25:1;),6176858948(25:8;26:8;),6176871439(26:5;27:10;),6183975952(27:2;),6184860354(27:1;),6184995193(0:1;28:2;),6186120532(28:5;),6186409027(28:1;),6186409254(28:3;),6206862915(28:2;29:1;),6206866677(29:1;),6206868490(29:2;),6207115053(29:1;),6219557576(29:3;),6225099547(0:2;1:2;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;20:1;21:1;22:1;),6233284111(23:1;24:1;),6236788405(25:1;),6238340468(21:4;22:6;23:6;24:6;25:1;26:1;27:1;),6238835298(29:1;),6238835525(29:1;),6238836357(29:1;),6238837081(29:1;),6238837822(29:1;),6238838528(30:1;),6238839290(30:1;),6238840043(30:2;),6238841354(30:1;),6238842108(30:1;),6238842343(30:1;),6238843128(30:1;),6238843875(30:1;),6238844615(30:1;),6239416246(25:1;30:1;),6239580865(30:1;),6240256777(30:1;31:1;),6240926079(31:1;),6254115034(31:2;),
82500,4665896876(0:3;),192299653(0:2;),1836173247(0:2;),2437926070(0:1;),2902878525(0:3;),2902878580(0:6;1:14;),3244832720(1:2;),3996125377(1:1;),3998352223(1:1;),4028922835(1:2;2:8;),4476805516(2:5;),4665617026(3:4;),4665712499(3:8;),4665891113(3:1;4:5;),4665892165(4:5;),4665897416(4:3;),4665897969(5:1;),4665903885(5:4;),4765556460(5:1;6:5;),4811385025(6:1;7:1;),4857080139(7:3;),4857081234(7:2;),4857082814(8:3;),4861489847(8:1;),4962227484(8:1;),4974633892(8:1;),4974634423(9:2;),4974635509(9:1;),4974635914(9:2;),4974636262(9:1;),4974636615(10:1;),4974637317(10:2;),4974637670(10:1;),4974638024(10:2;),4974639465(11:1;),4974639809(11:2;),4974641217(11:1;),4974641577(11:2;),4974641942(12:1;),5022579678(12:1;),5310996749(12:1;),5351575862(12:1;),5402488769(12:2;13:6;14:6;15:6;),5456887674(16:2;),5456984290(16:3;),5494054149(0:2;),5544435560(1:2;),5567180387(5:1;),5576569593(6:1;),5633031188(7:1;8:3;),5664371117(9:3;10:2;),5844816811(10:1;),5889934721(11:3;12:1;),5912313637(12:2;),5921809619(13:2;),5950686756(13:1;),5950830609(14:1;),5960925264(14:1;),5966089485(14:1;15:1;),6000618870(15:2;16:1;),6114773114(16:3;17:3;18:3;19:1;),6119300167(19:1;),6133390513(19:1;20:2;),6133391745(20:1;21:1;),6176114691(21:1;),6176858948(21:16;),6176871439(21:6;22:9;),6183975952(22:1;),6184860354(22:1;),6184995193(0:1;17:1;22:2;),6186120532(22:5;),6186409027(22:1;),6186409254(22:2;),6206862915(22:4;),6206866677(22:1;),6206868490(22:1;),6207115053(22:1;),6219557576(2:1;22:2;),6225099547(22:3;23:19;),6233284111(23:3;),6236788405(23:1;),6238340468(17:5;18:4;23:6;),6238835298(18:1;),6238835525(18:1;),6238836357(19:1;),6238837081(19:1;),6238837822(19:1;),6238838528(19:1;),6238839290(19:1;),6238840043(19:1;),6238841354(20:1;),6238842108(20:1;),6238842343(20:1;),6238843128(20:1;),6238843875(20:1;),6238844615(3:1;20:1;),6239416246(4:1;),6239580865(5:1;),6240256777(6:1;),6240926079(7:1;),6254115034(21:2;),
82800,4665896876(0:2;),192299653(0:1;),1836173247(0:1;),2437926070(0:2;),2902878525(0:4;),2902878580(0:9;1:10;),3244832720(1:2;),3996125377(1:2;),3998352223(1:1;),4028922835(1:5;2:4;),4476805516(2:5;),4665617026(2:4;),4665712499(3:7;),4665891113(3:6;4:1;),4665892165(4:5;),4665897416(4:3;),4665897969(4:2;),4665903885(4:2;5:2;),4765556460(5:4;6:3;),4811385025(6:2;),4857080139(6:1;7:2;),4857081234(7:2;),4857082814(7:2;8:1;),4861489847(8:1;),4962227484(8:1;),4974633892(8:2;),4974634423(8:1;),4974635509(9:1;),4974635914(9:2;),4974636262(9:1;),4974636615(9:2;),4974637317(10:1;),4974637670(10:2;),4974638024(10:1;),4974639465(10:1;),4974639809(10:1;11:1;),4974641217(11:1;),4974641577(11:2;),4974641942(11:1;),5022579678(11:1;),5310996749(12:1;),5351575862(12:1;),5402488769(9:10;10:3;12:4;13:3;),5456887674(10:2;),5456984290(10:3;),5494054149(10:2;),5544435560(11:2;),5567180387(11:1;18:3;),5576569593(11:1;),5633031188(11:4;),5664371117(0:1;2:1;3:1;4:1;11:1;),5844816811(5:1;),5889934721(6:1;7:1;8:1;),5912313637(2:1;3:1;4:1;),5921809619(5:1;6:1;),5950686756(7:1;),5950830609(8:1;),5960925264(9:1;),5966089485(10:1;11:1;12:1;),6000618870(13:2;),6114773114(0:1;14:1;15:1;16:1;17:1;19:6;),6119300167(19:2;),6133390513(19:1;20:1;),6133391745(20:3;),6176114691(20:2;),6176858948(20:7;21:8;),6176871439(21:5;22:11;),6183975952(22:1;),6184860354(22:1;23:1;),6184995193(23:1;),6186120532(23:5;),6186409027(23:1;),6186409254(23:3;),6206862915(23:2;24:1;),6206866677(24:2;),6206868490(24:1;),6207115053(24:1;),6219557576(24:2;),6225099547(1:2;5:1;6:1;7:1;8:1;9:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:2;20:1;21:1;22:1;23:1;),6233284111(24:1;25:1;),6236788405(26:1;),6238340468(0:1;13:2;14:6;15:6;16:6;17:6;18:4;26:1;),6238835298(24:1;),6238835525(24:1;),6238836357(24:1;),6238837081(24:1;),6238837822(24:1;),6238838528(24:1;),6238839290(25:1;),6238840043(25:1;),6238841354(25:1;),6238842108(25:1;),6238842343(25:1;),6238843128(25:1;),6238843875(25:1;),6238844615(25:1;),6239416246(25:1;),6239580865(25:1;),6240256777(25:2;),6240926079(25:1;),6254115034(19:2;),
